"住所CD"	"都道府県CD"	"市区町村CD"	"町域CD"	"郵便番号"	"事業所フラグ"	"廃止フラグ"	"都道府県"	"都道府県カナ"	"市区町村"	"市区町村カナ"	"町域"	"町域カナ"	"町域補足"	"京都通り名"	"字丁目"	"字丁目カナ"	"補足"	"事業所名"	"事業所名カナ"	"事業所住所"	"新住所CD"
58020100	1	1609	16090006	"058-0201"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"			"歌露"	"ウタロ"					
58020101	1	1609	16090006	"058-0201"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"			"エンドマカゲ"	"エンドマカゲ"					
58020102	1	1609	16090006	"058-0201"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"			"エンドモ"	"エンドモ"					
58020103	1	1609	16090006	"058-0201"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"			"坂岸"	"サカギシ"					
58034302	1	1609	16090006	"058-0343"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"東洋"	"トウヨウ"			"南東洋"	"ミナミトウヨウ"					
58034100	1	1609	16090007	"058-0341"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"苫別"	"トマベツ"									
58020600	1	1609	16090008	"058-0206"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"笛舞"	"フエマイ"									
58020400	1	1609	16090009	"058-0204"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"本町"	"ホンチョウ"									
58029200	1	1609	16090009	"058-0292"	1	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"本町"	"ホンチョウ"						"えりも町役場"	"エリモチヨウヤクバ"	"本町２０６番地"	
58042200	1	1609	16090010	"058-0422"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"目黒"	"メグロ"									
58020500	1	1609	16090011	"058-0205"	0	0	"北海道"	"ホッカイドウ"	"幌泉郡えりも町"	"ホロイズミグンエリモチョウ"	"大和"	"ヤマト"									
56000000	1	1610	16100000	"056-0000"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"		"　"	"（該当なし）"								
56001900	1	1610	16100001	"056-0019"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内青柳町"	"シズナイアオヤギチョウ"									
56000300	1	1610	16100002	"056-0003"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内旭町"	"シズナイアサヒチョウ"									
56001300	1	1610	16100003	"056-0013"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内入船町"	"シズナイイリフネチョウ"									
59256200	1	1610	16100004	"059-2562"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内浦和"	"シズナイウラワ"									
59259800	1	1610	16100004	"059-2598"	1	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内浦和"	"シズナイウラワ"						"陸上自衛隊　静内駐屯地"	"リクジヨウジエイタイ　シズナイチユウトンチ"	"静内浦和１２５"	
56001500	1	1610	16100005	"056-0015"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内海岸町"	"シズナイカイガンチョウ"									
56002800	1	1610	16100006	"056-0028"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内柏台"	"シズナイカシワダイ"									
56000200	1	1610	16100007	"056-0002"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内神森"	"シズナイカミモリ"									
59256300	1	1610	16100008	"059-2563"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内川合"	"シズナイカワアイ"									
56002500	1	1610	16100009	"056-0025"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内木場町"	"シズナイキバチョウ"									
56000500	1	1610	16100010	"056-0005"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内こうせい町"	"シズナイコウセイチョウ"									
56002700	1	1610	16100011	"056-0027"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内駒場"	"シズナイコマバ"									
56000700	1	1610	16100012	"056-0007"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内清水丘"	"シズナイシミズオカ"									
56002600	1	1610	16100013	"056-0026"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内末広町"	"シズナイスエヒロチョウ"									
56002200	1	1610	16100014	"056-0022"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内高砂町"	"シズナイタカサゴチョウ"									
56014600	1	1610	16100015	"056-0146"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内高見"	"シズナイタカミ"									
56014400	1	1610	16100016	"056-0144"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内田原"	"シズナイタハラ"									
59256600	1	1610	16100017	"059-2566"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内東別"	"シズナイトウベツ"									
56002300	1	1610	16100018	"056-0023"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内ときわ町"	"シズナイトキワチョウ"									
56014300	1	1610	16100019	"056-0143"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内豊畑"	"シズナイトヨハタ"									
56000600	1	1610	16100020	"056-0006"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内中野町"	"シズナイナカノチョウ"									
59256400	1	1610	16100021	"059-2564"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内西川"	"シズナイニシカワ"									
56014200	1	1610	16100022	"056-0142"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内農屋"	"シズナイノヤ"									
56002100	1	1610	16100023	"056-0021"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内花園"	"シズナイハナゾノ"									
59256500	1	1610	16100024	"059-2565"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内春立"	"シズナイハルタチ"									
56001400	1	1610	16100025	"056-0014"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内古川町"	"シズナイフルカワチョウ"									
56001600	1	1610	16100026	"056-0016"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内本町"	"シズナイホンチョウ"									
56001100	1	1610	16100027	"056-0011"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内真歌"	"シズナイマウタ"									
56014100	1	1610	16100028	"056-0141"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内御園"	"シズナイミソノ"									
56000400	1	1610	16100029	"056-0004"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内緑町"	"シズナイミドリチョウ"									
56001700	1	1610	16100030	"056-0017"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内御幸町"	"シズナイミユキチョウ"									
56865000	1	1610	16100030	"056-8650"	1	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内御幸町"	"シズナイミユキチョウ"						"新ひだか町役場"	"シンヒダカチヨウヤクバ"	"静内御幸町３丁目２番５０号"	
56014500	1	1610	16100031	"056-0145"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内目名"	"シズナイメナ"					"（１８、１２７、４５３、４６５－２、４６６、４８０番地）"				
56000100	1	1610	16100031	"056-0001"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内目名"	"シズナイメナ"					"（以下を除く　１８、１２７、４５３、４６５－２、４６６、４８０番地）"				
56002400	1	1610	16100032	"056-0024"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内山手町"	"シズナイヤマテチョウ"									
56001800	1	1610	16100033	"056-0018"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"静内吉野町"	"シズナイヨシノチョウ"									
59256100	1	1610	16100034	"059-2561"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"東静内"	"ヒガシシズナイ"									
59310700	1	1610	16100035	"059-3107"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石旭町"	"ミツイシアサヒチョウ"									
59335200	1	1610	16100036	"059-3352"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石稲見"	"ミツイシイナミ"									
59335100	1	1610	16100037	"059-3351"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石歌笛"	"ミツイシウタフエ"									
59335400	1	1610	16100038	"059-3354"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石川上"	"ミツイシカワカミ"									
59335300	1	1610	16100039	"059-3353"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石清瀬"	"ミツイシキヨセ"									
59323300	1	1610	16100040	"059-3233"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石鳧舞"	"ミツイシケリマイ"									
59311100	1	1610	16100041	"059-3111"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石越海町"	"ミツイシコシウミチョウ"									
59310100	1	1610	16100042	"059-3101"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石富沢"	"ミツイシトミサワ"									
59310300	1	1610	16100043	"059-3103"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石豊岡"	"ミツイシトヨオカ"									
59257100	1	1610	16100044	"059-2571"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石西端"	"ミツイシニシハタ"									
59310600	1	1610	16100045	"059-3106"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石西蓬莱"	"ミツイシニシホウライ"									
59310500	1	1610	16100046	"059-3105"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石東蓬莱"	"ミツイシヒガシホウライ"									
59310200	1	1610	16100047	"059-3102"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石福畑"	"ミツイシフクハタ"									
59310400	1	1610	16100048	"059-3104"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石蓬栄"	"ミツイシホウエイ"									
59323100	1	1610	16100049	"059-3231"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石本桐"	"ミツイシホンキリ"									
59310800	1	1610	16100050	"059-3108"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石本町"	"ミツイシホンチョウ"									
59319500	1	1610	16100050	"059-3195"	1	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石本町"	"ミツイシホンチョウ"						"新ひだか町役場　三石総合支所"	"シンヒダカチヨウヤクバ　ミツイシソウゴウシシヨ"	"三石本町２１２"	
59335500	1	1610	16100051	"059-3355"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石美河"	"ミツイシミカワ"									
59311200	1	1610	16100052	"059-3112"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石港町"	"ミツイシミナトチョウ"									
59323200	1	1610	16100053	"059-3232"	0	0	"北海道"	"ホッカイドウ"	"日高郡新ひだか町"	"ヒダカグンシンヒダカチョウ"	"三石美野和"	"ミツイシミノワ"									
80010000	1	1631	16310000	"080-0100"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"		"　"	"（該当なし）"								
80010100	1	1631	16310001	"080-0101"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"大通"	"オオドオリ"									
80010200	1	1631	16310002	"080-0102"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"大通北"	"オオドオリキタ"									
80027100	1	1631	16310003	"080-0271"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"長流枝"	"オサルシ"									
80027101	1	1631	16310004	"080-0271"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"長流枝幹線"	"オサルシカンセン"									
80034100	1	1631	16310005	"080-0341"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"音更"	"オトフケ"									
80057500	1	1631	16310006	"080-0575"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"上然別"	"カミシカリベツ"									
80030500	1	1631	16310007	"080-0305"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"北鈴蘭北"	"キタスズランキタ"									
80030600	1	1631	16310008	"080-0306"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"北鈴蘭南"	"キタスズランミナミ"									
80030100	1	1631	16310009	"080-0301"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"木野大通西"	"キノオオドオリニシ"									
80011100	1	1631	16310010	"080-0111"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"木野大通東"	"キノオオドオリヒガシ"									
80030300	1	1631	16310011	"080-0303"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"木野公園下町"	"キノコウエンシタマチ"									
80030400	1	1631	16310012	"080-0304"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"木野新町"	"キノシンマチ"									
80030200	1	1631	16310013	"080-0302"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"木野西通"	"キノニシドオリ"									
80011200	1	1631	16310014	"080-0112"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"木野東通"	"キノヒガシドオリ"									
80033500	1	1631	16310015	"080-0335"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"希望が丘"	"キボウガオカ"									
80031400	1	1631	16310016	"080-0314"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"共栄台西"	"キョウエイダイニシ"									
80031500	1	1631	16310017	"080-0315"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"共栄台東"	"キョウエイダイヒガシ"									
80057100	1	1631	16310018	"080-0571"	0	0	"北海道"	"ホッカイドウ"	"河東郡音更町"	"カトウグンオトフケチョウ"	"駒場"	"コマバ"									
